MF,Part/Description,Grp,Sts,OEM,Bin/Shelf,O/H,O/O,B/O,Core,Cost,Trade,List,ExtCost
HY,31420-2V509-QQH : BRACKET-KIT,200, N,,A1/F05,1,,,,4.5,6.17,7.26,4.5
HY,31450-4R000-QQH : HEV AIR FILTER CA,200, N,,A1/L00,3,,,,27.27,37.38,43.98,81.81
HY,31450-4R050-QQH : HEV AIR FILTER CA,200, N,,A1/L00,3,,,,16.13,22.12,26.02,48.39
HY,32450-2S168 : LABEL-EMISSION,200, N,,A1/I06,3,,,,3.7,5.07,5.97,11.1
HY,32450-2S172 : LABEL-EMISSION,200, N,,A1/I07,2,,,,3.7,5.07,5.97,7.4
HY,32876-3Q100-QQH : STOPPER-PEDAL,200, N,,A1/H01,10,,,,1,1.37,1.61,10
HY,32876-4B000-QQH : STOPPER-RUBBER,200, N,,A1/F03,10,,,,0.57,0.78,0.92,5.7
HY,35100-3C200 : ETC-ACTUATOR,201, N,,A4/K,1,,,,312.83,255.09,300.11,312.83
HY,35101-3E100 : GASKET-THROTTLE BODY,200, N,,C3/J21,1,,,,2.59,3.55,4.18,2.59
HY,35305-2E510-FFF : FUEL TUBE ASSY,200, A,,A4/E00,1,,,,14.62,20.04,23.58,14.62
HY,35305-2GGA0 : PIPE ASSY-FUEL,200, A,,C2/E00,2,,,,72.2,98.98,116.45,144.4
HY,35305-2G700-QQH : FUEL TUBE ASSY,200, N,,A1/F16,1,,,,52.79,72.38,85.15,52.79
HY,35305-3L100 : PIPE ASSY-FUEL HIGH(F,200, A,,SPORD,0,,,,62.63,85.87,101.02,
HY,35309-04AA0 : CLIP-FUEL INJECTOR,201, N,,A4/G10,2,,,,2.32,3.18,3.74,4.64
HY,35309-2E000 : CLIP-FUEL INJECTOR,200, N,,B6/F13,4,,,,1.58,2.17,2.55,6.32
HY,35309-25000 : CLIP-FUEL INJECTOR,200, N,,B1/I15,1,,,,1.28,1.75,2.06,1.28
HY,35309-3C550 : CLIP-INJECTOR,200, A,,SPORD,0,,,,9.44,12.95,15.23,
HY,35311-2G700 : CLIP-FUEL INJECTOR,200, N,,B1/I16,12,,,,7.17,9.83,11.56,86.04
HY,35312-04AA0 : COMBUSTION SEAL RING,201, N,,B1/G32,1,,,,2.09,2.86,3.37,2.09
HY,35312-2GFA0 : O-RING(INJECTOR),200, N,,B1/G39,2,,,,6.03,8.27,9.73,12.06
HY,35312-2G750 : INJECTOR O-RING KIT,200, N,,A4/I05,2,,,,22.94,31.45,37,45.88
HY,35312-22000 : O-RING,202, N,,A4/I15,40,,,,3.71,5.08,5.98,148.4
HY,35312-3C700 : UPPER O-RING,200, A,,SPORD,0,,,,14.36,19.69,23.16,
HY,35312-3C710 : BACKUP O-RING,200, A,,SPORD,0,,,,25.56,35.05,41.23,
HY,35312-3C720 : TIP SEAL-INJECTOR,200, A,,B1/J23,4,,,,21.03,28.83,33.92,84.12
HY,35313-2B110 : WASHER-INJECTOR BRKT,200, A,,B1/G34,0,,,,5.62,7.7,9.06,
HY,35313-2T000 : TIP SEAL-INJECTOR,200, A,,B6/G08,4,,,,24.88,34.11,40.13,99.52
HY,35313-3C200 : WASHER-INJECTOR BRKT,200, A,,SPORD,0,,,,12.17,16.69,19.63,
HY,35320-2GGA1 : GASKET,200, A,,B6/G11,0,,,,8.07,11.07,13.02,
HY,35320-2GTA0 : PUMP-HIGH PRESSURE,200, A,,C2/H00,1,,,,516.03,707.46,832.31,516.03
HY,35320-2GTA1 : GASKET,201, A,,A4/I14,2,,,,8.07,11.07,13.02,16.14
HY,35322-2GTA0 : O-RING,200, A,,B6/G02,2,,,,1.2,1.65,1.94,2.4
HY,35322-2G700 : O-RING,200, A,,A4/I09,1,,,,1.5,2.06,2.42,1.5
HY,35399-2S133-QQH : INJECTOR SERVICE,200, A,,NO BIN,0,,,,97.92,134.25,157.94,
HY,36100-2E200 : STARTER ASSY,200, N,,C4/E00,1,,,,193.52,265.31,312.13,193.52
HY,36131-2G100-FFF : LEVER,203, N,,A1/H13,2,,,,5.04,6.91,8.13,10.08
HY,36131-26810 : LEVER,200, N,,C3/G02,1,,,,2.31,3.17,3.73,2.31
HY,36400-1XAA0-QQH : ICCU ASSY,200, A,,NO BIN,0,,,,1309.78,1795.67,2112.55,
HY,37300-3C125 : GENERATOR ASSY,200, N,,B6/C00,1,,,,155,212.5,250,155
HY,37300-3C125-QQH : GENERATOR ASSY,200, N,,A1/D,1,,,,155,212.5,250,155
HY,375F2-GI040-QQH : FUSE-HIGH VOLTAGE,200, A,,NO BIN,0,,,,14.04,19.25,22.65,
HY,37514-G2100-QQH : RELAY ASSY-POWER,200, N,,A1/B00,1,,,,133.13,182.52,214.73,133.13
HY,37583-A8000 : RELAY-HIGH VOLTAGE MA,200, N,,B1/L,1,,,,109.36,149.93,176.39,109.36
HY,37583-A8000-QQH : RELAY-HIGH VOLTAG,200, N,,A1/D00,1,,,,86.42,118.41,139.31,86.42
HY,39112-03HE9 : BRACKET-ECU,200, N,,C1/C00,1,,,,34.28,47,55.29,34.28
HY,39180-2B000 : SENSOR-CRANKSHAFT POS,200, N,,A4/G07,1,,,,130.7,179.19,210.81,130.7
HY,39210-2E101 : SENSOR ASSY-OXYGEN,200, N,,C2/D00,1,,,,186.03,255.05,300.06,186.03
HY,39210-2G370 : SENSOR ASSY-OXYGEN,202, N,,B1/L,1,,,,209.75,287.56,338.31,209.75
HY,39210-23950 : SENSOR ASSY-OXYGEN,202, N,,B1/L,1,,,,170.23,233.38,274.57,170.23
HY,"39210-37540 : SENSOR ASSY-OXYGEN,LH",202, N,,B1/L,1,,,,191.58,262.66,309.01,191.58
HY,39220-2J100 : SENSOR ASSY-WATER TEM,200, N,,A4/G02,2,,,,16.48,22.59,26.58,32.96
HY,39250-2E000 : SENSOR ASSY-KNOCK,200, A,,C2/E00,1,,,,36.15,49.56,58.31,36.15
HY,39300-2B100 : SENSOR ASSY-MAP,200, N,,B1/L00,1,,,,118.58,162.57,191.26,118.58
HY,39350-2B030 : SENSOR-CAMSHAFT POSIT,200, N,,A4/G09,2,,,,107.51,147.39,173.4,215.02
HY,41073-2B001 : CONCENTRIC SLAVE CYLI,200, N,,B1/K,9,,,,209.06,286.61,337.19,1881.54
HY,41710-23000 : CYLINDER ASSY-CLUTCH,200, N,,B1/K,1,,,,96.89,132.83,156.27,96.89
HY,43777-37710 : PIN-SNAP,200, N,,B1/I01,2,,,,1.57,2.15,2.53,3.14
HY,4483 : CABIN FILTER,200, A,,SPORD,0,,,,7.95,40,40,
HY,45245-3B110 : SEAL-OIL,200, N,,B1/J02,1,,,,12.12,16.62,19.55,12.12
HY,45245-3B810 : SEAL-OIL,200, N,,C3/G13,1,,,,17.03,23.35,27.47,17.03
HY,45283-3B810 : GASKET-VALVE BODY COV,201, N,,B6/I07,1,,,,36.48,50.01,58.84,36.48
HY,45323-39000 : GASKET-MAGNET PLUG,201, N,,B1/I14,10,,,,1.57,2.15,2.53,15.7
HY,46131-3B600 : SEAL-OIL,200, N,,B1/J09,1,,,,11.25,15.43,18.15,11.25
HY,46158-3B600 : O RING-OIL PUMP,200, N,,B1/I20,1,,,,7.23,9.91,11.66,7.23
HY,46307-3B650 : HARNESS,201, N,,C2/E00,1,,,,122.43,167.85,197.47,122.43
HY,46386-3B900 : SENSOR-OIL TEMPERATUR,200, N,,B6/F04,1,,,,31.39,43.04,50.63,31.39
HY,46780-3R500 : SWITCH HOUSING ASSY,200, N,,A4/J09,1,,,,87.48,119.94,141.1,87.48
HY,47344-39010 : SHAFT-OUTER,200, N,,C3/C00,1,,,,95.15,130.45,153.47,95.15
HY,47800-3B520 : COUPLING ASSY-4WD,200, A,,C4/F00,1,,,,584.18,800.9,942.23,584.18
HY,47800-3B700 : COUPLING ASSY-4WD,200, N,,C2/I00,2,,,,509.36,698.32,821.55,1018.72
HY,47800-4G500 : COUPLING ASSY-4WD,200, A,,NO BIN,0,,,,592.66,812.52,955.9,
HY,"49500-2S200--SJ : SHAFT ASSY-DRIVE,",200, N,,A4/B00,1,,,,460.35,631.12,742.5,460.35
HY,51712-L0000 : DISC-FRONT WHEEL BRAK,200, N,,B7/H,2,,,,130.6,179.05,210.65,261.2
HY,51712-L0100 : DISC-FRONT WHEEL BRAK,200, A,,B7/G00,4,,,,130.6,179.05,210.65,522.4
HY,51712-R5000 : DISC-FRONT WHEEL BRAK,200, N,,B7/H00,2,,,,153.1,209.89,246.93,306.2
HY,51712-2W000 : DISC-FRONT WHEEL BRAK,200, N,,B7/I00,1,,,,123.48,169.29,199.17,123.48
HY,51720-1C000 : BEARING-FRONT WHEEL H,200, N,,C3/D00,1,,,,118.47,162.43,191.09,118.47
HY,51788-3M100 : WASHER-PLAIN,200, A,,B1/J26,1,,,,1.86,2.55,3,1.86
HY,52755-2E000 : BOLT-HUB,202, N,,A4/H22,10,,,,5.69,7.8,9.18,56.9
HY,52755-2G000 : BOLT-HUB,200, N,,A4/H23,10,,,,5.46,7.49,8.81,54.6
HY,52910-A4910 : WHEEL ASSY-TEMPORARY,200, N,,818,1,,,,150.97,206.98,243.5,150.97
HY,52933-C1100 : VALVE-TPMS,200, N,,A4/H07,1,,,,118.74,162.79,191.52,118.74
HY,52933-2F000 : VALVE-TPMS,201, N,,A4/H09,1,,,,44.57,61.11,71.89,44.57
HY,52933-3X200 : VALVE-TPMS,201, N,,A4/H01,1,,,,45.77,62.75,73.82,45.77
HY,52933-31300 : VALVE-TIRE,202, N,,A4/H12,1,,,,1.25,1.72,2.02,1.25
HY,52933-4D300 : STEM-TPMS,202, N,,A4/H03,1,,,,61.97,84.96,99.95,61.97
HY,52933-4D800 : VALVE-TPMS,200, N,,A4/H05,1,,,,133.73,183.34,215.69,133.73
HY,52934-1P000-QQH : MOBILITY KIT-TIRE,200, A,,A1/D00,1,,,,7.42,10.17,11.97,7.42
HY,52934-2F000 : NUT-TPMS,201, N,,A4/H10,1,,,,4.46,6.11,7.19,4.46
HY,52934-3L000 : NUT-TPMS,201, N,,A4/H16,8,,,,14.34,19.66,23.13,114.72
HY,52936-B2100 : STEM-TPMS,200, N,,A4/H08,4,,,,41.55,56.97,67.02,166.2
HY,52937-A5000 : CAP-VALVE,200, N,,A4/H14,6,,,,6.81,9.33,10.98,40.86
HY,52940-AY200 : VALVE-TPMS,200, A,,NO BIN,0,,,,13.71,18.79,22.11,
HY,52940-AY300 : VALVE-TPMS,200, A,,A4/H04,2,,,,19.01,26.06,30.66,38.02
HY,52940-BE000 : VALVE-TPMS,200, N,,A4/H06,4,,,,48.26,66.16,77.84,193.04
HY,52940-L1100 : VALVE-TPMS,200, A,,A4/H13,2,,,,67.7,92.81,109.19,135.4
HY,52950-M1000 : NUT-HUB,201, N,,A4/H18,2,,,,4.94,6.77,7.97,9.88
HY,52950-14140 : NUT-HUB,201, A,,A4/H20,30,,,,5.28,7.24,8.52,158.4
HY,52950-3Y000 : NUT-HUB,200, N,,A4/H24,1,,,,8.26,11.32,13.32,8.26
HY,53050-39100 : SEAL-OIL,200, N,,B1/J04,3,,,,28.8,39.48,46.45,86.4
HY,53072-4G100 : PACKING,200, N,,B1/F41,3,,,,2.77,3.8,4.47,8.31
HY,54519-2T000 : BOLT,200, A,,A4/H21,7,,,,4.02,5.51,6.48,28.14
HY,54530-2B000 : BALL JOINT ASSY-LWR A,201, N,,B6/G05,1,,,,50.28,68.94,81.1,50.28
HY,54530-3S100 : BALL JOINT ASSY-LWR A,200, A,,B6/G01,2,,,,83.27,114.16,134.31,166.54
HY,54553-3R000 : BOLT,200, A,,B1/F07,2,,,,4.17,5.72,6.73,8.34
HY,54559-1F000 : FLANGE NUT-SELF LOCKI,201, A,,B1/F14,5,,,,1.75,2.4,2.82,8.75
HY,54559-2G000 : FLANGE NUT-SELF LOCKI,200, N,,B1/G04,1,,,,2.24,3.07,3.61,2.24
HY,54559-28000 : FLANGE NUT-SELF LOCKI,202, N,,B1/G05,5,,,,0.95,1.3,1.53,4.75
HY,54562-4D000 : BOLT-FLANGE,202, N,,B1/F23,4,,,,7.77,10.65,12.53,31.08
HY,"54620-34001 : SEAT ASSY-SPRING,UPR",200, N,,C3/C00,1,,,,28.19,38.65,45.47,28.19
HY,54631-26000-QQH : SPRING PROTECTOR-,200, N,,A1/K00,3,,,,15.52,21.28,25.03,46.56
HY,"54650-BEFA0 : STRUT ASSY-FR,LH",200, N,,NO BIN,0,1,,,230.12,315.49,371.16,
HY,"54651-BEFA0 : STRUT ASSY-FR,RH",200, N,,NO BIN,0,1,,,230.12,315.49,371.16,
HY,54830-3Q000 : LINK ASSY-FRONT STABI,200, N,,C3/D00,1,,,,74.1,101.59,119.52,74.1
HY,"55220-C2100 : ARM COMPLETE-RR LWR,R",200, N,,C3/D00,1,,,,234.45,321.43,378.15,234.45
HY,55259-2M000 : NUT,200, A,,B1/J22,1,,,,6.3,8.64,10.16,6.3
HY,55263-3R000 : PLATE-LOWER ARM,202, N,,C3/G03,6,,,,3.56,4.88,5.74,21.36
HY,55310-4Z800 : SHOCK ABSORBER ASSY-R,200, N,,C3/B00,1,,,,197.11,183.53,215.92,197.11
HY,55367-S8BD0 : SHOCK ABSORBER ASSY-R,200, N,,C2/G00,1,,,,279.78,383.57,451.26,279.78
HY,55367-S9300 : SHOCK ABSORBER ASSY-R,200, A,,C3/C00,4,,,,262.89,360.42,424.02,1051.56
HY,56115-B1000 : BOLT,200, N,,C3/I20,1,,,,5.74,7.87,9.26,5.74
HY,56315-2K000-FFF : FLEXIBLE COUPLING,200, A,,A1/H07,1,,,,0.78,1.07,1.26,0.78
HY,56340-3Q000-QQH : CONTROLLER ASSY-M,200, N,,A1/D00,1,,,,193.27,264.96,311.72,193.27
HY,56351-G3AAA-FFF : WORM SHAFT ASSY,200, N,,C3/C00,1,,,,46.25,63.41,74.6,46.25
HY,56359-L1AAA-FFF : BEARING KIT,200, A,,A1/G10,1,,,,2.63,3.6,4.24,2.63
HY,56370-K5000-QQH : POWER PACK-ELECTR,200, N,,C4/E00,1,,,,256.95,303.35,356.88,256.95
HY,56415-2H000 : BOLT,200, N,,B1/F01,2,,,,2.02,2.44,2.87,4.04
HY,"56820-G8000 : END ASSY-TIE ROD,LH",200, A,,SPORD,0,,,,126.03,172.78,203.27,
HY,56820-25000 : END ASSY-TIE ROD,202, N,,C3/G06,2,,,,51.32,70.35,82.77,102.64
HY,57231-29100 : BELT'V'-POWER STEERIN,201, N,,A4/D00,1,,,,11.88,16.29,19.16,11.88
HY,57510-38010 : HOSE ASSY-POWER STEER,200, N,,C1/L,1,,,,332.07,455.26,535.6,332.07
HY,57700-2D000-RM : REMAN GEAR & LINKA,200, N,,829,1,,,100,260.25,371.09,454.23,360.25
HY,57799-4D200 : PIN,200, A,,B1/J25,1,,,,0.32,0.44,0.52,0.32
HY,58101-AAA00 : PAD KIT-FRONT DISC BR,200, N,,B7/C00,1,,,,78.79,108.03,127.09,78.79
HY,58101-C2A10 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,60.04,82.31,96.84,60.04
HY,58101-D3A11 : PAD KIT-FRONT DISC BR,200, A,,B7/F00,1,,,,71.72,98.32,115.67,71.72
HY,58101-F3A00 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,63.87,87.57,103.02,63.87
HY,58101-J3A10 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,102.16,140.05,164.77,102.16
HY,58101-J9A15 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,113.17,155.15,182.53,113.17
HY,58101-N9A11 : PAD KIT-FRONT DISC BR,200, A,,B7/C00,3,,,,56.2,77.05,90.65,168.6
HY,58101-0WA00 : PAD KIT-FRONT BRAKE,201, N,,B7/F00,1,,,,102.64,140.72,165.55,102.64
HY,58101-1RA00 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,60.04,82.31,96.84,60.04
HY,58101-2VA10 : PAD KIT-FRONT DISC BR,200, N,,B7/F00,2,,,,67.72,92.85,109.23,135.44
HY,58101-2VA15 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,67.72,92.85,109.23,67.72
HY,58101-2VA20 : PAD KIT-FRONT DISC BR,200, N,,B7/E00,1,,,,67.72,92.85,109.23,67.72
HY,58101-3QA10 : PAD KIT-FRONT DISC BR,201, N,,B7/C00,1,,,,61.8,84.73,99.68,61.8
HY,58164-2E000 : BOOT-GUIDE ROD,200, N,,B6/I03,1,,,,31.39,43.04,50.63,31.39
HY,58272-3F100 : SPRING-SHOE HOLD DOWN,200, N,,B6/I06,1,,,,1.6,2.19,2.58,1.6
HY,58302-D3A00 : PAD KIT-REAR DISC BRA,200, A,,B7/D00,1,,,,71.59,98.15,115.47,71.59
HY,58302-D3A71 : PAD KIT-REAR DISC BRA,200, A,,B7/D00,1,,,,58.15,79.72,93.79,58.15
HY,58302-G2A10 : PAD KIT-REAR DISC BRA,200, N,,B7/E00,1,,,,47.88,65.64,77.22,47.88
HY,58302-H9A10 : PAD KIT-REAR DISC BRA,200, N,,B7/D00,1,,,,47.88,65.64,77.22,47.88
HY,58302-J3A40 : PAD KIT-REAR DISC BRA,200, N,,B7/D00,1,,,,67.72,92.85,109.23,67.72
HY,58302-J9A00 : PAD KIT-REAR DISC BRA,200, A,,SPORD,0,,,,48.15,66.02,77.67,
HY,58302-N9A15 : PAD KIT-REAR DISC BRA,200, A,,B7/D00,1,,,,71.59,98.15,115.47,71.59
HY,58302-S1A30 : PAD KIT-REAR DISC BRA,200, A,,B7/F00,1,,,,62.72,85.99,101.16,62.72
HY,58302-S9A35 : PAD KIT-REAR DISC BRA,200, A,,B7/D00,1,,,,60.97,83.58,98.33,60.97
HY,58302-2HA01 : PAD KIT-REAR DISC BRA,201, N,,B7/D00,2,,,,47.88,65.64,77.22,95.76
HY,58310-2V000-QQH : CALIPER HOUSING K,203, N,,B7/I00,1,,,,141.59,194.11,228.37,141.59
HY,58411-L0100 : DISC-REAR BRAKE,200, A,,B7/F00,2,,,,97.94,134.27,157.97,195.88
HY,58411-R5000 : DISC ASSY-RR BRAKE,200, A,,B6/L00,0,,,,109.63,150.31,176.83,
HY,58411-S1300 : DISC ASSY-RR BRAKE,200, A,,B7/G,0,,,,109.5,150.13,176.62,
HY,58414-36000 : PLUG,203, N,,B1/I09,32,,,,1.52,2.08,2.45,48.64
HY,58531-P2100-QQH : CAP ASSY-RESERVOI,200, N,,A1/F04,1,,,,3.49,4.79,5.63,3.49
HY,58797-1R000 : GASKET(10),200, A,,C3/I01,2,,,,1.56,2.14,2.52,3.12
HY,58799-2D000 : CLIP,202, N,,B1/H23,8,,,,0.26,0.36,0.42,2.08
HY,58920-4Z200-QQH : HYDRAULIC UNIT AS,200, N,,A1/B00,1,,,,565.53,775.33,912.15,565.53
HY,58960-S2AJ0 : SENSOR ASSY-ABS REAR,200, N,,C2/F00,1,,,,165.7,227.17,267.26,165.7
HY,59760-4D000 : CABLE ASSY-PARK BRAKE,201, N,,C1/A00,2,,,,96.12,131.78,155.03,192.24
HY,59770-4D100 : CABLE ASSY-PARKING BR,201, N,,C1/A00,1,,,,191.51,262.56,308.89,191.51
HY,59975-34000 : RING-RETAINER,200, N,,B1/H06,1,,,,2.54,3.48,4.1,2.54
HY,6009L : STEERING WHEEL LOCK,200, A,,A1/L00,0,,,,32.91,53.08,53.08,
HY,62618-17000 : FLANGE NUT,201, A,,B1/G38,5,,,,0.85,1.16,1.37,4.25
HY,64195-B8000 : BOLT,200, N,,B1/G09,7,,,,1.57,2.15,2.53,10.99
HY,69510-4Z000 : DOOR ASSY-FUEL FILLER,202, A,,SPORD,0,,,,46,63.06,74.19,
HY,7047 : OIL FILTER,200, A,,SPORD,0,,,,6.02,18,18,
HY,7173 : OIL FILTER,200, A,,SPORD,0,,,,5.06,7.08,8.45,
HY,78318-0330--DS : PACKING-FUEL PUMP,200, N,,A4/I12,1,,,,10.26,14.07,16.55,10.26
HY,79359-21000 : BOLT,200, N,,B1/F15,3,,,,1.09,1.5,1.76,3.27
HY,81071-L0000 : BUMPER-OVERSLAM,200, N,,B1/J24,2,,,,4.15,6.19,7.28,8.3
HY,81124-2W000 : PAD-HOOD INSULATING,200, N,,B6/A00,1,,,,158.12,235.79,277.4,158.12
HY,81140-D3000 : S/HOOK & REL LEVER AS,200, N,,C1/F22,1,,,,68.46,93.86,110.42,68.46
HY,81141-2W000-QQH : S/HOOK & REL LEVE,200, N,,A1/I03,1,,,,2.17,2.98,3.5,2.17
HY,81181-2B000-9P : HANDLE ASSY-HOOD L,200, N,,C1/F24,1,,,,14.59,20,23.53,14.59
HY,81231-A7030-QQH : BASE-TRUNK LATCH,200, N,,A1/F08,2,,,,4.72,6.47,7.61,9.44
HY,81231-C1010-QQH : LATCH ASSY-TRUNK,200, N,,A1/G09,2,,,,4.66,6.39,7.52,9.32
HY,81231-G9001-QQH : BASE-TRUNK LATCH,201, N,,A1/H15,3,,,,4.26,5.84,6.87,12.78
HY,81231-3V000-QQH : LATCH ASSY-TRUNK,200, N,,A1/G20,2,,,,4.66,6.39,7.52,9.32
HY,81231-3X010-QQH : LATCH-TRUNK LID,200, A,,A1/H14,9,,,,4.37,5.99,7.05,39.33
HY,81310-D3010-FFF : LATCH ASSY-FRONT,200, A,,A4/D00,0,,,,21.34,29.26,34.42,
HY,81310-2W010-QQH : LATCH ASSY-FRONT,203, A,,A1/B00,0,,,,18.61,25.53,30.05,
HY,81385-3B000 : GROMMET-SCREW,200, N,,B1/I24,3,,,,0.51,0.7,0.82,1.53
HY,81420-D3000-FFF : LATCH ASSY-REAR D,201, A,,SPORD,0,,,,21.34,29.26,34.42,
HY,81590-J9000 : CATCH & CABLE ASSY-FU,200, N,,C2/E,1,,,,48.35,66.28,77.98,48.35
HY,81599-3M000 : PACKING-FUEL FILLER D,200, N,,B1/I11,2,,,,0.9,1.23,1.45,1.8
HY,81631-B8000 : MOTOR ASSY-P/ROOF(GLA,200, N,,A4/L,1,,,,390.08,534.79,629.16,390.08
HY,81738-GI000-FFF : PAD,200, N,,A1/I12,57,,,,1.65,2.26,2.66,94.05
HY,81771-GI501-QQH : KIT-TAILGATE BUMP,200, A,,NO BIN,1,,,,5.28,7.24,8.52,5.28
HY,81779-CV000 : BUMPER-T/GATE BODY SI,200, N,,A1/I12,2,,,,16.7,24.9,29.3,33.4
HY,81831-S1101-QQH : LOCTITE 401,200, N,,A1/C00,2,,,,3.42,4.69,5.52,6.84
HY,81831-S1102-QQH : SYRINGE,200, N,,A1/C00,2,,,,0.15,0.2,0.24,0.3
HY,81919-31000 : BOLT-SAFETY LOCK,201, N,,B1/F16,5,,,,3.04,4.16,4.9,15.2
HY,81921-AA000-QQH : PROTECTOR KIT,200, N,,B6/E00,2,,,,6.75,9.26,10.89,13.5
HY,81921-A5000-QQH : PROTECTOR KIT,200, N,,B6/D00,2,,,,6.68,9.15,10.77,13.36
HY,81921-C2000-QQH : PROTECTOR KIT,200, N,,B6/E00,5,,,,6.75,9.26,10.89,33.75
HY,81921-K2000-QQH : PROTECTOR KIT,200, N,,B6/E00,5,,,,7.35,10.07,11.85,36.75
HY,81921-N9000-QQH : PROTECTOR KIT,200, N,,B6/D00,1,,,,6.6,9.05,10.65,6.6
HY,81921-0W000-QQH : PROTECTOR KIT,200, A,,A1/D00,1,,,,6.04,8.28,9.74,6.04
HY,81921-1E000-QQH : PROTECTOR KIT,200, N,,A1/D00,1,,,,6.04,8.28,9.74,6.04
HY,81921-1R000-QQH : PROTECTOR KIT,200, A,,B6/D00,21,,,,6.04,8.28,9.74,126.84
HY,81921-2L000-QQH : PROTECTOR KIT,200, N,,A1/D00,2,,,,6.17,8.46,9.95,12.34
HY,81921-2M000-QQH : PROTECTOR KIT,200, N,,B6/D00,1,,,,6.04,8.28,9.74,6.04
HY,81921-2S000-QQH : PROTECTOR KIT,200, N,,B6/E00,5,,,,6.6,9.05,10.65,33
HY,81921-3J000-QQH : PROTECTOR KIT,200, N,,A1/C00,2,,,,6.04,8.28,9.74,12.08
HY,81921-3Q000-QQH : PROTECTOR KIT,200, N,,B6/E00,5,,,,6.6,9.05,10.65,33
HY,81921-3X000-QQH : PROTECTOR KIT,200, N,,B6/E00,4,,,,6.04,8.28,9.74,24.16
HY,81921-3X500-QQH : PROTECTOR KIT,200, N,,B6/E00,5,,,,6.75,9.26,10.89,33.75
HY,81926-C7000 : PIN,200, A,,C3/F31,6,,,,2.16,2.96,3.48,12.96
HY,81926-J9000 : PIN,200, N,,C3/F08,4,,,,0.96,1.32,1.55,3.84
HY,81926-2L000 : PIN,201, N,,C3/F10,1,,,,2.16,2.96,3.48,2.16
HY,81995-AA500 : PROTECTOR-KEY,200, N,,A4/F26,1,,,,28.23,38.7,45.53,28.23
HY,81996-KL010 : KEY-BLANKING PIC,200, A,,SPORD,0,,,,17.1,23.44,27.58,
HY,81996-S1030 : KEY-BLANKING PIC,200, A,,A4/F07,1,,,,39.82,54.6,64.23,39.82
HY,81996-1R000 : KEY-BLANKING (LASER C,201, N,,A4/F17,2,,,,5.95,8.16,9.6,11.9
HY,81996-2B000 : KEY-BLANKING,201, N,,A4/F23,9,,,,21.1,28.93,34.03,189.9
HY,81996-2E020 : KEY-BLANKING,202, N,,A4/F20,6,,,,16.27,22.3,26.24,97.62
HY,81996-2H000 : KEY-BLANKING,201, A,,A4/F24,3,,,,21.1,28.93,34.03,63.3
HY,81996-29000 : KEY-BLANKING,201, N,,A4/F02,2,,,,21.1,28.93,34.03,42.2
HY,81996-3K000 : KEY-BLANKING,201, N,,A4/F05,8,,,,24.21,33.19,39.05,193.68
HY,81996-3S000 : KEY-BLANKING-(LASER C,201, N,,A4/F06,5,,,,15.37,21.07,24.79,76.85
HY,82191-1E010 : BUMPER-DR OVERSLAM,200, N,,B1/H03,1,,,,2.55,3.49,4.11,2.55
HY,82230-N9000 : W/STRIP-FR DR BELT I/,200, N,,C1/B00,1,,,,37.26,51.08,60.1,37.26
HY,82231-S8000-QQH : W/STRIP-FR DR BEL,200, N,,A1/B00,2,,,,4.31,5.91,6.95,8.62
HY,82240-N9000 : W/STRIP-FR DR BELT I/,200, N,,C1/B00,1,,,,37.26,51.08,60.1,37.26
HY,82259-S1001-QQH : CLIP-MOUNTING,200, N,,A1/F02,1,,,,0.18,0.25,0.29,0.18
HY,82280-J9000 : COVER ASSY-FR DR FRAM,200, N,,B6/F04,1,,,,3.65,5.01,5.89,3.65
HY,82315-2P000 : FASTENER-DR TRIM,200, N,,B1/H07,16,,,,1.66,2.28,2.68,26.56
HY,82315-33020 : FASTENER-DR TRIM,201, N,,B1/H27,32,,,,1.57,2.15,2.53,50.24
HY,82360-2B000-J9 : ARMREST ASSY-FR DR,200, N,,B6/B00,1,,,,140.2,192.21,226.13,140.2
HY,82450-D3010 : MOTOR ASSY-FRONT POWE,200, N,,B6/C00,1,,,,145.79,199.88,235.15,145.79
HY,82460-2W020 : MOTOR ASSY-FRONT POWE,200, N,,A4/L,1,,,,107.35,147.18,173.15,107.35
HY,82473-3K000 : T/SCREW,200, N,,B1/G37,1,,,,1.6,2.19,2.58,1.6
HY,82532-S8000-QQH : PAD-GLASS RUN,200, N,,A1/G12,2,,,,0.35,0.48,0.56,0.7
HY,82610-3D010-QQH : HANDLE ASSY-DOOR,203, N,,A1/D00,1,,,,7.64,10.47,12.32,7.64
HY,82652-AA100 : COVER-FR DR O/S HDL L,200, N,,B1/I01,1,,,,13.53,18.55,21.82,13.53
HY,"82652-2H000 : COVER-FR DR O/S HDL,D",202, N,,C1/F20,1,,,,12.61,17.29,20.34,12.61
HY,828A0-K5000-ASQQH : SERVICE KIT-TON,200, A,,SPORD,0,,,,100.81,138.21,162.6,
